LAYER,MAP_NAME,<span_styl,<span_sty1,<span_sty2,<span_sty3,<span_sty4,<span_sty5,<span_sty6,Average,<span_sty8,<span_sty9,<span_st10,CLOSED,BORDER_STY,BORDER_COL,BORDER_WID,FILL_STYLE,Table_No,Module_No,Latitude,Longitude,Min_Temp,Max_Temp,photo,filename,directory,altitude,direction,rotation,longitude_,latitude_2,timestamp,n,distance,feature_x,feature_y,nearest_x,nearest_y
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(3, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51264,28.43179,34.97,25.96,36.65,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43179_-15_51264_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(3, 14)",-15.51529107,28.43177946,25.96,36.65,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,0,653565.9271,-1715834.112,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(8, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51267,28.43178,36.05,25.82,39.5,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43178_-15_51267_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(8, 13)",-15.51531914,28.43176834,25.82,39.5,E:\AT\Zambia_RGB\DJI_20231015142204_0454_W.JPG,DJI_20231015142204_0454_W,E:\AT\Zambia_RGB,1376.07,,0,28.43175664,-15.51534183,22:04.0,1,2.290301828,653564.1452,-1715837.515,653563.4818,-1715839.707
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(4, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51265,28.43179,34.76,26.13,36.39,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43179_-15_51265_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(4, 14)",-15.51529667,28.4317795,26.13,36.39,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,0.305235982,653565.9273,-1715834.417,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(4, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51265,28.43176,35.5,25.01,38.8,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43176_-15_51265_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(4, 11)",-15.51529691,28.43174548,25.01,38.8,E:\AT\Zambia_RGB\DJI_20231015141137_0140_W.JPG,DJI_20231015141137_0140_W,E:\AT\Zambia_RGB,1376.04,,0,28.43175269,-15.51529158,11:37.0,1,0.322752782,653562.9259,-1715834.419,653563.0959,-1715834.145
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(10, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51268,28.43175,37.51,26.43,42.51,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43175_-15_51268_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(10, 10)",-15.51533058,28.4317344,26.43,42.51,E:\AT\Zambia_RGB\DJI_20231015142206_0455_W.JPG,DJI_20231015142206_0455_W,E:\AT\Zambia_RGB,1376.09,,0,28.43173161,-15.51534258,22:06.0,1,1.015620917,653560.7956,-1715838.757,653560.7964,-1715839.772
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(1, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51263,28.43181,36.81,32.86,45.96,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43181_-15_51263_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(1, 15)",-15.51527979,28.43179072,32.86,45.96,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,1.136902634,653566.5752,-1715833.178,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(2, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51264,28.43177,34.9,24.92,36.49,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43177_-15_51264_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(2, 12)",-15.51528564,28.43175673,24.92,36.49,E:\AT\Zambia_RGB\DJI_20231015141137_0140_W.JPG,DJI_20231015141137_0140_W,E:\AT\Zambia_RGB,1376.04,,0,28.43175269,-15.51529158,11:37.0,1,0.345151042,653563.0956,-1715833.8,653563.0959,-1715834.145
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(10, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51268,28.43179,36.31,28.07,38.3,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43179_-15_51268_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(10, 14)",-15.51533025,28.43177976,28.07,38.3,E:\AT\Zambia_RGB\DJI_20231015142202_0453_W.JPG,DJI_20231015142202_0453_W,E:\AT\Zambia_RGB,1376.06,,0,28.43178619,-15.51534231,22:02.0,1,1.031322236,653566.5798,-1715838.752,653566.6521,-1715839.781
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(7, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51267,28.4318,32.93,26.45,37.47,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43180_-15_51267_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(7, 15)",-15.51531338,28.43179098,26.45,37.47,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,2.258621091,653566.5777,-1715836.275,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(8, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51267,28.43179,35.09,24.53,37.21,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43179_-15_51267_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(8, 14)",-15.51531906,28.43177968,24.53,37.21,E:\AT\Zambia_RGB\DJI_20231015142202_0453_W.JPG,DJI_20231015142202_0453_W,E:\AT\Zambia_RGB,1376.06,,0,28.43178619,-15.51534231,22:02.0,1,2.268754547,653566.5787,-1715837.513,653566.6521,-1715839.781
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(11, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51269,28.43178,36.86,27.96,39.22,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43178_-15_51269_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(11, 13)",-15.51533593,28.43176847,27.96,39.22,E:\AT\Zambia_RGB\DJI_20231015142204_0454_W.JPG,DJI_20231015142204_0454_W,E:\AT\Zambia_RGB,1376.07,,0,28.43175664,-15.51534183,22:04.0,1,0.744064629,653564.1468,-1715839.373,653563.4818,-1715839.707
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(9, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51268,28.43176,36.48,26.18,38.77,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43176_-15_51268_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(9, 11)",-15.5153249,28.43174569,26.18,38.77,E:\AT\Zambia_RGB\DJI_20231015142204_0454_W.JPG,DJI_20231015142204_0454_W,E:\AT\Zambia_RGB,1376.07,,0,28.43175664,-15.51534183,22:04.0,1,1.666136976,653562.929,-1715838.136,653563.4818,-1715839.707
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(4, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51265,28.43181,33.88,24.99,35.4,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43181_-15_51265_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(4, 15)",-15.51529658,28.43179085,24.99,35.4,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,0.717082425,653566.5762,-1715834.416,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(12, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5127,28.43175,39.08,28.32,42.86,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43175_-15_51270_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(12, 10)",-15.51534178,28.43173448,28.32,42.86,E:\AT\Zambia_RGB\DJI_20231015142206_0455_W.JPG,DJI_20231015142206_0455_W,E:\AT\Zambia_RGB,1376.09,,0,28.43173161,-15.51534258,22:06.0,1,0,653560.7964,-1715839.772,653560.7964,-1715839.772
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(9, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51268,28.43178,36.8,26.74,41.67,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43178_-15_51268_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(9, 13)",-15.51532474,28.43176838,26.74,41.67,E:\AT\Zambia_RGB\DJI_20231015142204_0454_W.JPG,DJI_20231015142204_0454_W,E:\AT\Zambia_RGB,1376.07,,0,28.43175664,-15.51534183,22:04.0,1,1.707117487,653564.1457,-1715838.135,653563.4818,-1715839.707
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(12, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51269,28.43179,37.86,27.85,41.15,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43179_-15_51269_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(12, 14)",-15.51534145,28.43177985,27.85,41.15,E:\AT\Zambia_RGB\DJI_20231015142202_0453_W.JPG,DJI_20231015142202_0453_W,E:\AT\Zambia_RGB,1376.06,,0,28.43178619,-15.51534231,22:02.0,1,0.071446567,653566.5806,-1715839.781,653566.6521,-1715839.781
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(7, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51267,28.43178,34.82,27.4,39.45,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43178_-15_51267_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(7, 13)",-15.51531354,28.43176829,27.4,39.45,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,2.236698892,653565.361,-1715836.276,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T1,"(6, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51266,28.4318,36.22,31.83,42.4,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43180_-15_51266_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T1,"(6, 15)",-15.51530778,28.43179093,31.83,42.4,E:\AT\Zambia_RGB\DJI_20231015141139_0141_W.JPG,DJI_20231015141139_0141_W,E:\AT\Zambia_RGB,1376.02,,0,28.43177908,-15.51529111,11:39.0,1,1.674815805,653566.5772,-1715835.655,653565.9271,-1715834.112
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(3, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51248,28.43003,46.31,34.51,48.85,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43003_-15_51248_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(3, 9)",-15.51513229,28.43000896,34.51,48.85,E:\AT\Zambia_RGB\DJI_20231015131228_0878_W.JPG,DJI_20231015131228_0878_W,E:\AT\Zambia_RGB,1376.18,,0,28.42999608,-15.51513886,12:28.0,1,0.877440504,653375.5458,-1715815.581,653374.769,-1715815.989
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(12, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.43001,47.6,40.4,55.69,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43001_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(12, 8)",-15.51518275,28.42999799,40.4,55.69,E:\AT\Zambia_RGB\DJI_20231015134311_0170_W.JPG,DJI_20231015134311_0170_W,E:\AT\Zambia_RGB,1375.92,,0,28.42999197,-15.51519017,43:11.0,1,0.507696308,653374.3318,-1715821.156,653374.2901,-1715821.662
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(9, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51252,28.42999,42.88,31.78,45.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_42999_-15_51252_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(9, 6)",-15.51516612,28.42997514,31.78,45.9,E:\AT\Zambia_RGB\DJI_20231015134309_0169_W.JPG,DJI_20231015134309_0169_W,E:\AT\Zambia_RGB,1375.9,,0,28.42996258,-15.51519,43:09.0,1,2.442455452,653371.8931,-1715819.3,653371.1376,-1715821.623
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(10, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51252,28.43003,43.47,37.89,46.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43003_-15_51252_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(10, 9)",-15.51517147,28.43000926,37.89,46.9,E:\AT\Zambia_RGB\DJI_20231015134313_0171_W.JPG,DJI_20231015134313_0171_W,E:\AT\Zambia_RGB,1375.93,,0,28.43001944,-15.51518997,43:13.0,1,1.806939598,653376.768,-1715819.916,653377.2373,-1715821.66
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(12, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.43006,46.36,39.35,54.49,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43006_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(12, 12)",-15.51518242,28.43004342,39.35,54.49,E:\AT\Zambia_RGB\DJI_20231015134315_0172_W.JPG,DJI_20231015134315_0172_W,E:\AT\Zambia_RGB,1375.91,,0,28.4300465,-15.51519036,43:15.0,1,0.571322715,653380.139,-1715821.152,653380.1394,-1715821.723
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(11, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.43008,43.41,33.15,46.51,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43008_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(11, 14)",-15.51517666,28.4300661,33.15,46.51,E:\AT\Zambia_RGB\DJI_20231015134317_0173_W.JPG,DJI_20231015134317_0173_W,E:\AT\Zambia_RGB,1375.93,,0,28.43007461,-15.5151905,43:17.0,1,1.263015001,653382.8615,-1715820.53,653383.1549,-1715821.758
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(12, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.43009,44.9,35.36,54.85,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43009_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(12, 15)",-15.51518217,28.4300775,35.36,54.85,E:\AT\Zambia_RGB\DJI_20231015134317_0173_W.JPG,DJI_20231015134317_0173_W,E:\AT\Zambia_RGB,1375.93,,0,28.43007461,-15.5151905,43:17.0,1,0.609302303,653383.1544,-1715821.149,653383.1549,-1715821.758
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(10, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51252,28.43009,40.65,27.7,45.34,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43009_-15_51252_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(10, 15)",-15.51517098,28.43007741,27.7,45.34,E:\AT\Zambia_RGB\DJI_20231015134317_0173_W.JPG,DJI_20231015134317_0173_W,E:\AT\Zambia_RGB,1375.93,,0,28.43007461,-15.5151905,43:17.0,1,1.848086102,653383.1534,-1715819.91,653383.1549,-1715821.758
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(9, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51252,28.43007,42.66,31.13,45.64,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43007_-15_51252_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(9, 13)",-15.51516554,28.43005465,31.13,45.64,E:\AT\Zambia_RGB\DJI_20231015134315_0172_W.JPG,DJI_20231015134315_0172_W,E:\AT\Zambia_RGB,1375.91,,0,28.4300465,-15.51519036,43:15.0,1,2.44624887,653380.4233,-1715819.293,653380.1394,-1715821.723
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(11, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.42998,43.96,33.06,47.13,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_42998_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(11, 5)",-15.5151774,28.42996387,33.06,47.13,E:\AT\Zambia_RGB\DJI_20231015134309_0169_W.JPG,DJI_20231015134309_0169_W,E:\AT\Zambia_RGB,1375.9,,0,28.42996258,-15.51519,43:09.0,1,1.083251891,653371.1367,-1715820.54,653371.1376,-1715821.623
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(6, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5125,28.43006,42.3,29.79,45.31,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43006_-15_51250_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(6, 12)",-15.51514883,28.43004316,29.79,45.31,E:\AT\Zambia_RGB\DJI_20231015131224_0876_W.JPG,DJI_20231015131224_0876_W,E:\AT\Zambia_RGB,1376.13,,0,28.43005419,-15.51513936,12:24.0,1,0.933015178,653380.4212,-1715816.816,653381.0025,-1715816.086
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(4, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51249,28.42998,45.07,32.61,48.43,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_42998_-15_51249_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(4, 5)",-15.51513821,28.42996356,32.61,48.43,E:\AT\Zambia_RGB\DJI_20231015131230_0879_W.JPG,DJI_20231015131230_0879_W,E:\AT\Zambia_RGB,1376.16,,0,28.42996739,-15.51513911,12:30.0,1,0,653371.6907,-1715815.996,653371.6907,-1715815.996
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(4, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51249,28.43001,45.01,31.27,47.93,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43001_-15_51249_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(4, 8)",-15.51513797,28.42999764,31.27,47.93,E:\AT\Zambia_RGB\DJI_20231015131228_0878_W.JPG,DJI_20231015131228_0878_W,E:\AT\Zambia_RGB,1376.18,,0,28.42999608,-15.51513886,12:28.0,1,0,653374.769,-1715815.989,653374.769,-1715815.989
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(3, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51248,28.43006,46.09,33.43,49.08,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43006_-15_51248_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(3, 12)",-15.51513204,28.43004303,33.43,49.08,E:\AT\Zambia_RGB\DJI_20231015131224_0876_W.JPG,DJI_20231015131224_0876_W,E:\AT\Zambia_RGB,1376.13,,0,28.43005419,-15.51513936,12:24.0,1,0.773393476,653380.4202,-1715815.577,653381.0025,-1715816.086
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(7, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51251,28.42999,40.72,31.44,44.18,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_42999_-15_51251_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(7, 6)",-15.51515493,28.42997505,31.44,44.18,E:\AT\Zambia_RGB\DJI_20231015131230_0879_W.JPG,DJI_20231015131230_0879_W,E:\AT\Zambia_RGB,1376.16,,0,28.42996739,-15.51513911,12:30.0,1,1.459933542,653371.8916,-1715817.442,653371.6907,-1715815.996
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(8, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51251,28.43005,41.76,29.27,44.84,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43005_-15_51251_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(8, 11)",-15.51516011,28.43003189,29.27,44.84,E:\AT\Zambia_RGB\DJI_20231015131226_0877_W.JPG,DJI_20231015131226_0877_W,E:\AT\Zambia_RGB,1376.2,,0,28.43002525,-15.51513978,12:26.0,1,1.947200752,653377.9851,-1715818.056,653377.8972,-1715816.111
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(8, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51251,28.43006,41.84,29.48,44.82,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43006_-15_51251_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(8, 12)",-15.51516003,28.43004325,29.48,44.82,E:\AT\Zambia_RGB\DJI_20231015131224_0876_W.JPG,DJI_20231015131224_0876_W,E:\AT\Zambia_RGB,1376.13,,0,28.43005419,-15.51513936,12:24.0,1,2.052321618,653380.4223,-1715818.054,653381.0025,-1715816.086
Unknown Area Type,Broken_Glass (1).kml,BLOCK-10,B10/T35,"(11, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51253,28.43005,43.47,31.5,46.8,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-10/28_43005_-15_51253_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B10/T35,"(11, 11)",-15.51517691,28.43003202,31.5,46.8,E:\AT\Zambia_RGB\DJI_20231015134313_0171_W.JPG,DJI_20231015134313_0171_W,E:\AT\Zambia_RGB,1375.93,,0,28.43001944,-15.51518997,43:13.0,1,1.353233915,653377.9871,-1715820.534,653377.2373,-1715821.66
